id:int	labels:label	type	flags:string_array	lineno:int	code	childnum:int	funcid:int	classname	namespace	endlineno:int	name	doccomment
1449	AST	AST_ASSIGN		33		2	1397	view	""			
1450	AST	AST_VAR		33		0	1397	view	""			
1451	AST	string		33	"template_file_path"	0	1397	view	""			
1452	AST	AST_BINARY_OP	BINARY_CONCAT	33		1	1397	view	""			
1453	AST	AST_BINARY_OP	BINARY_CONCAT	33		0	1397	view	""			
1454	AST	AST_PROP		33		0	1397	view	""			
1455	AST	AST_VAR		33		0	1397	view	""			
1456	AST	string		33	"this"	0	1397	view	""			
1457	AST	string		33	"user_view_dir"	1	1397	view	""			
1458	AST	AST_VAR		33		1	1397	view	""			
1459	AST	string		33	"file_name"	0	1397	view	""			
1460	AST	string		33	".html"	1	1397	view	""			
1461	AST	AST_ASSIGN		34		3	1397	view	""			
1462	AST	AST_VAR		34		0	1397	view	""			
1463	AST	string		34	"compile_file_path"	0	1397	view	""			
1464	AST	AST_BINARY_OP	BINARY_CONCAT	34		1	1397	view	""			
1465	AST	AST_BINARY_OP	BINARY_CONCAT	34		0	1397	view	""			
1466	AST	AST_PROP		34		0	1397	view	""			
1467	AST	AST_VAR		34		0	1397	view	""			
1468	AST	string		34	"this"	0	1397	view	""			
1469	AST	string		34	"user_compile_dir"	1	1397	view	""			
1470	AST	AST_VAR		34		1	1397	view	""			
1471	AST	string		34	"file_name"	0	1397	view	""			
1472	AST	string		34	".cache.php"	1	1397	view	""			
1473	AST	AST_IF		36		4	1397	view	""			
1474	AST	AST_IF_ELEM		36		0	1397	view	""			
1475	AST	AST_CALL		36		0	1397	view	""			
1476	AST	AST_NAME	NAME_NOT_FQ	36		0	1397	view	""			
1477	AST	string		36	"is_file"	0	1397	view	""			
1478	AST	AST_ARG_LIST		36		1	1397	view	""			
1479	AST	AST_VAR		36		0	1397	view	""			
1480	AST	string		36	"template_file_path"	0	1397	view	""			
1481	AST	AST_STMT_LIST		37		1	1397	view	""			
1482	AST	AST_ASSIGN		38		0	1397	view	""			
1483	AST	AST_VAR		38		0	1397	view	""			
1484	AST	string		38	"view_content"	0	1397	view	""			
1485	AST	AST_METHOD_CALL		38		1	1397	view	""			
1486	AST	AST_VAR		38		0	1397	view	""			
1487	AST	string		38	"this"	0	1397	view	""			
1488	AST	string		38	"loadViewContent"	1	1397	view	""			
1489	AST	AST_ARG_LIST		38		2	1397	view	""			
1490	AST	AST_VAR		38		0	1397	view	""			
1491	AST	string		38	"template_file_path"	0	1397	view	""			
1492	AST	AST_METHOD_CALL		40		1	1397	view	""			
1493	AST	AST_VAR		40		0	1397	view	""			
1494	AST	string		40	"this"	0	1397	view	""			
1495	AST	string		40	"createCompilerFile"	1	1397	view	""			
1496	AST	AST_ARG_LIST		40		2	1397	view	""			
1497	AST	AST_VAR		40		0	1397	view	""			
1498	AST	string		40	"compile_file_path"	0	1397	view	""			
1499	AST	AST_VAR		40		1	1397	view	""			
1500	AST	string		40	"view_content"	0	1397	view	""			
1501	AST	AST_IF_ELEM		43		1	1397	view	""			
1502	AST	NULL		43		0	1397	view	""			
1503	AST	AST_STMT_LIST		43		1	1397	view	""			
1504	AST	AST_EXIT		44		0	1397	view	""			
1505	AST	string		44	"Xcms: template is not exist"	0	1397	view	""			
1506	AST	AST_INCLUDE_OR_EVAL	EXEC_INCLUDE	48		5	1397	view	""			
1507	AST	AST_VAR		48		0	1397	view	""			
1508	AST	string		48	"compile_file_path"	0	1397	view	""			
1509	AST	NULL		18		3	1397	view	""			
1510	AST	AST_METHOD	MODIFIER_PROTECTED	57		4	1358	view	""	60	loadViewContent	"/**\n     * 加载页面模板内容\n     * @param $file_name\n     * @return string|string[]|null\n     */"
1511	Artificial	CFG_FUNC_ENTRY					1510	view	""		"loadViewContent"	
1512	Artificial	CFG_FUNC_EXIT					1510	view	""		"loadViewContent"	
1513	AST	AST_PARAM_LIST		57		0	1510	view	""			
1514	AST	AST_PARAM		57		0	1510	view	""			
1515	AST	NULL		57		0	1510	view	""			
1516	AST	string		57	"file_name"	1	1510	view	""			
1517	AST	NULL		57		2	1510	view	""			
1518	AST	NULL		57		1	1510	view	""			
1519	AST	AST_STMT_LIST		57		2	1510	view	""			
1520	AST	AST_ASSIGN		58		0	1510	view	""			
1521	AST	AST_VAR		58		0	1510	view	""			
1522	AST	string		58	"view_content"	0	1510	view	""			
1523	AST	AST_CALL		58		1	1510	view	""			
1524	AST	AST_NAME	NAME_NOT_FQ	58		0	1510	view	""			
1525	AST	string		58	"file_get_contents"	0	1510	view	""			
1526	AST	AST_ARG_LIST		58		1	1510	view	""			
1527	AST	AST_VAR		58		0	1510	view	""			
1528	AST	string		58	"file_name"	0	1510	view	""			
1529	AST	AST_RETURN		59		1	1510	view	""			
1530	AST	AST_METHOD_CALL		59		0	1510	view	""			
1531	AST	AST_VAR		59		0	1510	view	""			
1532	AST	string		59	"this"	0	1510	view	""			
1533	AST	string		59	"handleViewFile"	1	1510	view	""			
1534	AST	AST_ARG_LIST		59		2	1510	view	""			
1535	AST	AST_VAR		59		0	1510	view	""			
1536	AST	string		59	"view_content"	0	1510	view	""			
1537	AST	NULL		57		3	1510	view	""			
1538	AST	AST_METHOD	MODIFIER_PROTECTED	68		5	1358	view	""	88	handleViewFile	"/**\n     * 对模板内容的处理\n     * @param $view_content\n     * @return string|string[]|null\n     */"
1539	Artificial	CFG_FUNC_ENTRY					1538	view	""		"handleViewFile"	
1540	Artificial	CFG_FUNC_EXIT					1538	view	""		"handleViewFile"	
1541	AST	AST_PARAM_LIST		68		0	1538	view	""			
1542	AST	AST_PARAM		68		0	1538	view	""			
1543	AST	NULL		68		0	1538	view	""			
1544	AST	string		68	"view_content"	1	1538	view	""			
1545	AST	NULL		68		2	1538	view	""			
1546	AST	NULL		68		1	1538	view	""			
1547	AST	AST_STMT_LIST		68		2	1538	view	""			
1548	AST	AST_ASSIGN		71		0	1538	view	""			
1549	AST	AST_VAR		71		0	1538	view	""			
1550	AST	string		71	"regex_array"	0	1538	view	""			
1551	AST	AST_ARRAY		72		1	1538	view	""			
1552	AST	AST_ARRAY_ELEM		72		0	1538	view	""			
1553	AST	string		72	"#{{ \\$(.+?) }}#is"	0	1538	view	""			
1554	AST	NULL		72		1	1538	view	""			
1555	AST	AST_ARRAY_ELEM		73		1	1538	view	""			
1556	AST	string		73	"#{{ if\\s+(.+?)\\s? }}#is"	0	1538	view	""			
1557	AST	NULL		73		1	1538	view	""			
1558	AST	AST_ARRAY_ELEM		74		2	1538	view	""			
1559	AST	string		74	"#{{ else }}#is"	0	1538	view	""			
1560	AST	NULL		74		1	1538	view	""			
1561	AST	AST_ARRAY_ELEM		75		3	1538	view	""			
1562	AST	string		75	"#{{ endif }}#is"	0	1538	view	""			
1563	AST	NULL		75		1	1538	view	""			
1564	AST	AST_ARRAY_ELEM		76		4	1538	view	""			
1565	AST	string		76	"#{{ route_for\\((.*)\\/(.*)\\) }}#is"	0	1538	view	""			
1566	AST	NULL		76		1	1538	view	""			
1567	AST	AST_ASSIGN		79		1	1538	view	""			
1568	AST	AST_VAR		79		0	1538	view	""			
1569	AST	string		79	"replace_array"	0	1538	view	""			
1570	AST	AST_ARRAY		80		1	1538	view	""			
1571	AST	AST_ARRAY_ELEM		80		0	1538	view	""			
1572	AST	string		80	"<?php echo $\\1; ?>"	0	1538	view	""			
1573	AST	NULL		80		1	1538	view	""			
1574	AST	AST_ARRAY_ELEM		81		1	1538	view	""			
1575	AST	string		81	"<?php if \\1 { ?>"	0	1538	view	""			
1576	AST	NULL		81		1	1538	view	""			
1577	AST	AST_ARRAY_ELEM		82		2	1538	view	""			
1578	AST	string		82	"<?php }else{ ?>"	0	1538	view	""			
1579	AST	NULL		82		1	1538	view	""			
1580	AST	AST_ARRAY_ELEM		83		3	1538	view	""			
1581	AST	string		83	"<?php } ?>"	0	1538	view	""			
1582	AST	NULL		83		1	1538	view	""			
1583	AST	AST_ARRAY_ELEM		84		4	1538	view	""			
1584	AST	string		84	"index.php?c=\\1&a=\\2"	0	1538	view	""			
1585	AST	NULL		84		1	1538	view	""			
1586	AST	AST_RETURN		87		2	1538	view	""			
1587	AST	AST_CALL		87		0	1538	view	""			
1588	AST	AST_NAME	NAME_NOT_FQ	87		0	1538	view	""			
1589	AST	string		87	"preg_replace"	0	1538	view	""			
1590	AST	AST_ARG_LIST		87		1	1538	view	""			
1591	AST	AST_VAR		87		0	1538	view	""			
1592	AST	string		87	"regex_array"	0	1538	view	""			
1593	AST	AST_VAR		87		1	1538	view	""			
1594	AST	string		87	"replace_array"	0	1538	view	""			
1595	AST	AST_VAR		87		2	1538	view	""			
1596	AST	string		87	"view_content"	0	1538	view	""			
1597	AST	NULL		68		3	1538	view	""			
1598	AST	AST_METHOD	MODIFIER_PROTECTED	95		6	1358	view	""	105	createCompilerFile	"/**\n     * 根据模板内容在指定位置创建替换好的前端文件\n     * @param $compile_file\n     * @param $view_content\n     */"
1599	Artificial	CFG_FUNC_ENTRY					1598	view	""		"createCompilerFile"	
1600	Artificial	CFG_FUNC_EXIT					1598	view	""		"createCompilerFile"	
1601	AST	AST_PARAM_LIST		95		0	1598	view	""			
1602	AST	AST_PARAM		95		0	1598	view	""			
1603	AST	NULL		95		0	1598	view	""			
1604	AST	string		95	"compile_file"	1	1598	view	""			
1605	AST	NULL		95		2	1598	view	""			
1606	AST	AST_PARAM		95		1	1598	view	""			
1607	AST	NULL		95		0	1598	view	""			
1608	AST	string		95	"view_content"	1	1598	view	""			
1609	AST	NULL		95		2	1598	view	""			
1610	AST	NULL		95		1	1598	view	""			
1611	AST	AST_STMT_LIST		95		2	1598	view	""			
1612	AST	AST_ASSIGN		96		0	1598	view	""			
1613	AST	AST_VAR		96		0	1598	view	""			
1614	AST	string		96	"dir_name"	0	1598	view	""			
1615	AST	AST_CALL		96		1	1598	view	""			
1616	AST	AST_NAME	NAME_NOT_FQ	96		0	1598	view	""			
1617	AST	string		96	"dirname"	0	1598	view	""			
1618	AST	AST_ARG_LIST		96		1	1598	view	""			
1619	AST	AST_VAR		96		0	1598	view	""			
1620	AST	string		96	"compile_file"	0	1598	view	""			
1621	AST	AST_IF		97		1	1598	view	""			
1622	AST	AST_IF_ELEM		97		0	1598	view	""			
1623	AST	AST_CALL		97		0	1598	view	""			
1624	AST	AST_NAME	NAME_NOT_FQ	97		0	1598	view	""			
1625	AST	string		97	"is_dir"	0	1598	view	""			
1626	AST	AST_ARG_LIST		97		1	1598	view	""			
1627	AST	AST_VAR		97		0	1598	view	""			
1628	AST	string		97	"dir_name"	0	1598	view	""			
1629	AST	AST_STMT_LIST		98		1	1598	view	""			
1630	AST	AST_CALL		99		0	1598	view	""			
1631	AST	AST_NAME	NAME_NOT_FQ	99		0	1598	view	""			
1632	AST	string		99	"file_put_contents"	0	1598	view	""			
1633	AST	AST_ARG_LIST		99		1	1598	view	""			
1634	AST	AST_VAR		99		0	1598	view	""			
1635	AST	string		99	"compile_file"	0	1598	view	""			
1636	AST	AST_VAR		99		1	1598	view	""			
1637	AST	string		99	"view_content"	0	1598	view	""			
1638	AST	AST_CONST		99		2	1598	view	""			
1639	AST	AST_NAME	NAME_NOT_FQ	99		0	1598	view	""			
1640	AST	string		99	"LOCK_EX"	0	1598	view	""			
1641	AST	AST_IF_ELEM		102		1	1598	view	""			
1642	AST	NULL		102		0	1598	view	""			
1643	AST	AST_STMT_LIST		102		1	1598	view	""			
1644	AST	AST_EXIT		103		0	1598	view	""			
1645	AST	string		103	"xcms: no this directory"	0	1598	view	""			
1646	AST	NULL		95		3	1598	view	""			
1647	AST	AST_METHOD	MODIFIER_PUBLIC	114		7	1358	view	""	131	assign	"/**\n     * 赋值模板变量\n     * @param $key\n     * @param null $value\n     * @return bool\n     */"
1648	Artificial	CFG_FUNC_ENTRY					1647	view	""		"assign"	
1649	Artificial	CFG_FUNC_EXIT					1647	view	""		"assign"	
1650	AST	AST_PARAM_LIST		114		0	1647	view	""			
1651	AST	AST_PARAM		114		0	1647	view	""			
1652	AST	NULL		114		0	1647	view	""			
1653	AST	string		114	"key"	1	1647	view	""			
1654	AST	NULL		114		2	1647	view	""			
1655	AST	AST_PARAM		114		1	1647	view	""			
1656	AST	NULL		114		0	1647	view	""			
1657	AST	string		114	"value"	1	1647	view	""			
1658	AST	AST_CONST		114		2	1647	view	""			
1659	AST	AST_NAME	NAME_NOT_FQ	114		0	1647	view	""			
1660	AST	string		114	"null"	0	1647	view	""			
1661	AST	NULL		114		1	1647	view	""			
1662	AST	AST_STMT_LIST		114		2	1647	view	""			
1663	AST	AST_IF		115		0	1647	view	""			
1664	AST	AST_IF_ELEM		115		0	1647	view	""			
1665	AST	AST_UNARY_OP	UNARY_BOOL_NOT	115		0	1647	view	""			
1666	AST	AST_VAR		115		0	1647	view	""			
1667	AST	string		115	"key"	0	1647	view	""			
1668	AST	AST_STMT_LIST		116		1	1647	view	""			
1669	AST	AST_RETURN		117		0	1647	view	""			
1670	AST	AST_CONST		117		0	1647	view	""			
1671	AST	AST_NAME	NAME_NOT_FQ	117		0	1647	view	""			
1672	AST	string		117	"false"	0	1647	view	""			
1673	AST	AST_IF_ELEM		119		1	1647	view	""			
1674	AST	NULL		119		0	1647	view	""			
1675	AST	AST_STMT_LIST		119		1	1647	view	""			
1676	AST	AST_IF		119		0	1647	view	""			
1677	AST	AST_IF_ELEM		119		0	1647	view	""			
1678	AST	AST_CALL		119		0	1647	view	""			
1679	AST	AST_NAME	NAME_NOT_FQ	119		0	1647	view	""			
1680	AST	string		119	"is_array"	0	1647	view	""			
1681	AST	AST_ARG_LIST		119		1	1647	view	""			
1682	AST	AST_VAR		119		0	1647	view	""			
1683	AST	string		119	"key"	0	1647	view	""			
1684	AST	AST_STMT_LIST		120		1	1647	view	""			
1685	AST	AST_FOREACH		121		0	1647	view	""			
1686	AST	AST_VAR		121		0	1647	view	""			
1687	AST	string		121	"key"	0	1647	view	""			
1688	AST	AST_VAR		121		1	1647	view	""			
1689	AST	string		121	"v"	0	1647	view	""			
1690	AST	AST_VAR		121		2	1647	view	""			
1691	AST	string		121	"k"	0	1647	view	""			
1692	AST	AST_STMT_LIST		122		3	1647	view	""			
1693	AST	AST_ASSIGN		123		0	1647	view	""			
1694	AST	AST_DIM		123		0	1647	view	""			
1695	AST	AST_PROP		123		0	1647	view	""			
1696	AST	AST_VAR		123		0	1647	view	""			
1697	AST	string		123	"this"	0	1647	view	""			
1698	AST	string		123	"_data"	1	1647	view	""			
1699	AST	AST_VAR		123		1	1647	view	""			
1700	AST	string		123	"k"	0	1647	view	""			
1701	AST	AST_VAR		123		1	1647	view	""			
1702	AST	string		123	"v"	0	1647	view	""			
1703	AST	AST_IF_ELEM		127		1	1647	view	""			
1704	AST	NULL		127		0	1647	view	""			
1705	AST	AST_STMT_LIST		127		1	1647	view	""			
1706	AST	AST_ASSIGN		128		0	1647	view	""			
1707	AST	AST_DIM		128		0	1647	view	""			
1708	AST	AST_PROP		128		0	1647	view	""			
1709	AST	AST_VAR		128		0	1647	view	""			
1710	AST	string		128	"this"	0	1647	view	""			
1711	AST	string		128	"_data"	1	1647	view	""			
1712	AST	AST_VAR		128		1	1647	view	""			
1713	AST	string		128	"key"	0	1647	view	""			
1714	AST	AST_VAR		128		1	1647	view	""			
1715	AST	string		128	"value"	0	1647	view	""			
1716	AST	AST_RETURN		130		1	1647	view	""			
1717	AST	AST_CONST		130		0	1647	view	""			
1718	AST	AST_NAME	NAME_NOT_FQ	130		0	1647	view	""			
1719	AST	string		130	"true"	0	1647	view	""			
1720	AST	NULL		114		3	1647	view	""			
1721	Filesystem	File									"model.class.php"	
1722	AST	AST_TOPLEVEL	TOPLEVEL_FILE	1					""	88	"xcms/core/library/model.class.php"	
1723	Artificial	CFG_FUNC_ENTRY					1722				"xcms/core/library/model.class.php"	
1724	Artificial	CFG_FUNC_EXIT					1722				"xcms/core/library/model.class.php"	
1725	AST	AST_STMT_LIST		1		0	1722		""			
1726	AST	AST_CLASS		4		0	1722		""	88	model	
1727	AST	NULL		4		0	1722	model	""			
1728	AST	NULL		4		1	1722	model	""			
1729	AST	AST_TOPLEVEL	TOPLEVEL_CLASS	4		2	1722		""	88	"model"	
1730	Artificial	CFG_FUNC_ENTRY					1729				"model"	
1731	Artificial	CFG_FUNC_EXIT					1729				"model"	
1732	AST	AST_STMT_LIST		5		0	1729	model	""			
1733	AST	AST_PROP_DECL	MODIFIER_PROTECTED	6		0	1729	model	""			
1734	AST	AST_PROP_ELEM		6		0	1729	model	""			
1735	AST	string		6	"_conn"	0	1729	model	""			
1736	AST	AST_CONST		6		1	1729	model	""			
1737	AST	AST_NAME	NAME_NOT_FQ	6		0	1729	model	""			
1738	AST	string		6	"null"	0	1729	model	""			
1739	AST	AST_PROP_DECL	MODIFIER_PROTECTED	7		1	1729	model	""			
1740	AST	AST_PROP_ELEM		7		0	1729	model	""			
1741	AST	string		7	"table_name"	0	1729	model	""			
1742	AST	AST_CONST		7		1	1729	model	""			
1743	AST	AST_NAME	NAME_NOT_FQ	7		0	1729	model	""			
1744	AST	string		7	"null"	0	1729	model	""			
1745	AST	AST_PROP_DECL	MODIFIER_PUBLIC	9		2	1729	model	""			
1746	AST	AST_PROP_ELEM		9		0	1729	model	""			
1747	AST	string		9	"table"	0	1729	model	""			
1748	AST	string		9	""	1	1729	model	""			
1749	AST	AST_PROP_DECL	MODIFIER_PUBLIC	10		3	1729	model	""			
1750	AST	AST_PROP_ELEM		10		0	1729	model	""			
1751	AST	string		10	"limit"	0	1729	model	""			
1752	AST	string		10	""	1	1729	model	""			
1753	AST	AST_PROP_DECL	MODIFIER_PUBLIC	11		4	1729	model	""			
1754	AST	AST_PROP_ELEM		11		0	1729	model	""			
1755	AST	string		11	"where"	0	1729	model	""			
1756	AST	string		11	""	1	1729	model	""			
1757	AST	AST_PROP_DECL	MODIFIER_PUBLIC	12		5	1729	model	""			
1758	AST	AST_PROP_ELEM		12		0	1729	model	""			
1759	AST	string		12	"sql"	0	1729	model	""			
1760	AST	string		12	""	1	1729	model	""			
1761	AST	AST_METHOD	MODIFIER_PUBLIC	15		6	1729	model	""	18	__construct	
1762	Artificial	CFG_FUNC_ENTRY					1761	model	""		"__construct"	
1763	Artificial	CFG_FUNC_EXIT					1761	model	""		"__construct"	
1764	AST	AST_PARAM_LIST		15		0	1761	model	""			
1765	AST	NULL		15		1	1761	model	""			
1766	AST	AST_STMT_LIST		15		2	1761	model	""			
1767	AST	AST_ASSIGN		16		0	1761	model	""			
1768	AST	AST_VAR		16		0	1761	model	""			
1769	AST	string		16	"db_config"	0	1761	model	""			
1770	AST	AST_STATIC_CALL		16		1	1761	model	""			
1771	AST	AST_NAME	NAME_NOT_FQ	16		0	1761	model	""			
1772	AST	string		16	"xcms"	0	1761	model	""			
1773	AST	string		16	"loadConfig"	1	1761	model	""			
1774	AST	AST_ARG_LIST		16		2	1761	model	""			
1775	AST	string		16	"database"	0	1761	model	""			
1776	AST	AST_METHOD_CALL		17		1	1761	model	""			
1777	AST	AST_VAR		17		0	1761	model	""			
1778	AST	string		17	"this"	0	1761	model	""			
1779	AST	string		17	"connect"	1	1761	model	""			
1780	AST	AST_ARG_LIST		17		2	1761	model	""			
1781	AST	AST_VAR		17		0	1761	model	""			
1782	AST	string		17	"db_config"	0	1761	model	""			
1783	AST	NULL		15		3	1761	model	""			
1784	AST	AST_METHOD	MODIFIER_PUBLIC	21		7	1729	model	""	25	find	
1785	Artificial	CFG_FUNC_ENTRY					1784	model	""		"find"	
1786	Artificial	CFG_FUNC_EXIT					1784	model	""		"find"	
1787	AST	AST_PARAM_LIST		21		0	1784	model	""			
1788	AST	AST_PARAM		21		0	1784	model	""			
1789	AST	NULL		21		0	1784	model	""			
1790	AST	string		21	"case"	1	1784	model	""			
1791	AST	NULL		21		2	1784	model	""			
1792	AST	NULL		21		1	1784	model	""			
1793	AST	AST_STMT_LIST		21		2	1784	model	""			
1794	AST	AST_ECHO		22		0	1784	model	""			
1795	AST	string		22	"<br />"	0	1784	model	""			
1796	AST	AST_ASSIGN		23		1	1784	model	""			
1797	AST	AST_PROP		23		0	1784	model	""			
1798	AST	AST_VAR		23		0	1784	model	""			
1799	AST	string		23	"this"	0	1784	model	""			
1800	AST	string		23	"where"	1	1784	model	""			
1801	AST	AST_VAR		23		1	1784	model	""			
1802	AST	string		23	"case"	0	1784	model	""			
1803	AST	AST_RETURN		24		2	1784	model	""			
1804	AST	AST_METHOD_CALL		24		0	1784	model	""			
1805	AST	AST_VAR		24		0	1784	model	""			
1806	AST	string		24	"this"	0	1784	model	""			
1807	AST	string		24	"getOne"	1	1784	model	""			
1808	AST	AST_ARG_LIST		24		2	1784	model	""			
1809	AST	NULL		21		3	1784	model	""			
1810	AST	AST_METHOD	MODIFIER_PUBLIC	28		8	1729	model	""	46	connect	
1811	Artificial	CFG_FUNC_ENTRY					1810	model	""		"connect"	
1812	Artificial	CFG_FUNC_EXIT					1810	model	""		"connect"	
1813	AST	AST_PARAM_LIST		28		0	1810	model	""			
1814	AST	AST_PARAM		28		0	1810	model	""			
1815	AST	NULL		28		0	1810	model	""			
1816	AST	string		28	"config"	1	1810	model	""			
1817	AST	NULL		28		2	1810	model	""			
1818	AST	NULL		28		1	1810	model	""			
1819	AST	AST_STMT_LIST		28		2	1810	model	""			
1820	AST	AST_IF		29		0	1810	model	""			
1821	AST	AST_IF_ELEM		29		0	1810	model	""			
1822	AST	AST_UNARY_OP	UNARY_BOOL_NOT	29		0	1810	model	""			
1823	AST	AST_CALL		29		0	1810	model	""			
1824	AST	AST_NAME	NAME_NOT_FQ	29		0	1810	model	""			
1825	AST	string		29	"is_array"	0	1810	model	""			
1826	AST	AST_ARG_LIST		29		1	1810	model	""			
1827	AST	AST_VAR		29		0	1810	model	""			
1828	AST	string		29	"config"	0	1810	model	""			
1829	AST	AST_STMT_LIST		30		1	1810	model	""			
1830	AST	AST_EXIT		31		0	1810	model	""			
1831	AST	string		31	"Xcms: no database config file"	0	1810	model	""			
1832	AST	AST_ASSIGN		34		1	1810	model	""			
1833	AST	AST_VAR		34		0	1810	model	""			
1834	AST	string		34	"db_host"	0	1810	model	""			
1835	AST	AST_CALL		34		1	1810	model	""			
1836	AST	AST_NAME	NAME_NOT_FQ	34		0	1810	model	""			
1837	AST	string		34	"trim"	0	1810	model	""			
1838	AST	AST_ARG_LIST		34		1	1810	model	""			
1839	AST	AST_DIM		34		0	1810	model	""			
1840	AST	AST_VAR		34		0	1810	model	""			
1841	AST	string		34	"config"	0	1810	model	""			
1842	AST	string		34	"host"	1	1810	model	""			
1843	AST	AST_ASSIGN		35		2	1810	model	""			
1844	AST	AST_VAR		35		0	1810	model	""			
1845	AST	string		35	"db_user"	0	1810	model	""			
1846	AST	AST_CALL		35		1	1810	model	""			
1847	AST	AST_NAME	NAME_NOT_FQ	35		0	1810	model	""			
1848	AST	string		35	"trim"	0	1810	model	""			
1849	AST	AST_ARG_LIST		35		1	1810	model	""			
1850	AST	AST_DIM		35		0	1810	model	""			
1851	AST	AST_VAR		35		0	1810	model	""			
1852	AST	string		35	"config"	0	1810	model	""			
1853	AST	string		35	"db_user"	1	1810	model	""			
1854	AST	AST_ASSIGN		36		3	1810	model	""			
1855	AST	AST_VAR		36		0	1810	model	""			
1856	AST	string		36	"db_pwd"	0	1810	model	""			
1857	AST	AST_CALL		36		1	1810	model	""			
1858	AST	AST_NAME	NAME_NOT_FQ	36		0	1810	model	""			
1859	AST	string		36	"trim"	0	1810	model	""			
1860	AST	AST_ARG_LIST		36		1	1810	model	""			
1861	AST	AST_DIM		36		0	1810	model	""			
1862	AST	AST_VAR		36		0	1810	model	""			
1863	AST	string		36	"config"	0	1810	model	""			
1864	AST	string		36	"db_pwd"	1	1810	model	""			
1865	AST	AST_ASSIGN		37		4	1810	model	""			
1866	AST	AST_VAR		37		0	1810	model	""			
1867	AST	string		37	"db_port"	0	1810	model	""			
1868	AST	AST_CALL		37		1	1810	model	""			
1869	AST	AST_NAME	NAME_NOT_FQ	37		0	1810	model	""			
1870	AST	string		37	"trim"	0	1810	model	""			
1871	AST	AST_ARG_LIST		37		1	1810	model	""			
1872	AST	AST_DIM		37		0	1810	model	""			
1873	AST	AST_VAR		37		0	1810	model	""			
1874	AST	string		37	"config"	0	1810	model	""			
1875	AST	string		37	"db_port"	1	1810	model	""			
1876	AST	AST_ASSIGN		38		5	1810	model	""			
1877	AST	AST_VAR		38		0	1810	model	""			
1878	AST	string		38	"db_name"	0	1810	model	""			
1879	AST	AST_CALL		38		1	1810	model	""			
1880	AST	AST_NAME	NAME_NOT_FQ	38		0	1810	model	""			
1881	AST	string		38	"trim"	0	1810	model	""			
1882	AST	AST_ARG_LIST		38		1	1810	model	""			
1883	AST	AST_DIM		38		0	1810	model	""			
1884	AST	AST_VAR		38		0	1810	model	""			
1885	AST	string		38	"config"	0	1810	model	""			
1886	AST	string		38	"db_name"	1	1810	model	""			
1887	AST	AST_ASSIGN		39		6	1810	model	""			
1888	AST	AST_VAR		39		0	1810	model	""			
1889	AST	string		39	"db_prefix"	0	1810	model	""			
1890	AST	AST_CALL		39		1	1810	model	""			
1891	AST	AST_NAME	NAME_NOT_FQ	39		0	1810	model	""			
1892	AST	string		39	"trim"	0	1810	model	""			
1893	AST	AST_ARG_LIST		39		1	1810	model	""			
1894	AST	AST_DIM		39		0	1810	model	""			
1895	AST	AST_VAR		39		0	1810	model	""			
1896	AST	string		39	"config"	0	1810	model	""			
1897	AST	string		39	"db_prefix"	1	1810	model	""			
1898	AST	AST_UNARY_OP	UNARY_SILENCE	41		7	1810	model	""			
1899	AST	AST_ASSIGN		41		0	1810	model	""			
1900	AST	AST_PROP		41		0	1810	model	""			
1901	AST	AST_VAR		41		0	1810	model	""			
1902	AST	string		41	"this"	0	1810	model	""			
1903	AST	string		41	"_conn"	1	1810	model	""			
1904	AST	AST_CALL		41		1	1810	model	""			
1905	AST	AST_NAME	NAME_NOT_FQ	41		0	1810	model	""			
1906	AST	string		41	"mysqli_connect"	0	1810	model	""			
1907	AST	AST_ARG_LIST		41		1	1810	model	""			
1908	AST	AST_VAR		41		0	1810	model	""			
1909	AST	string		41	"db_host"	0	1810	model	""			
1910	AST	AST_VAR		41		1	1810	model	""			
1911	AST	string		41	"db_user"	0	1810	model	""			
1912	AST	AST_VAR		41		2	1810	model	""			
1913	AST	string		41	"db_pwd"	0	1810	model	""			
1914	AST	AST_VAR		41		3	1810	model	""			
1915	AST	string		41	"db_name"	0	1810	model	""			
1916	AST	AST_IF		42		8	1810	model	""			
1917	AST	AST_IF_ELEM		42		0	1810	model	""			
1918	AST	AST_CALL		42		0	1810	model	""			
1919	AST	AST_NAME	NAME_NOT_FQ	42		0	1810	model	""			
1920	AST	string		42	"mysqli_connect_errno"	0	1810	model	""			
1921	AST	AST_ARG_LIST		42		1	1810	model	""			
1922	AST	AST_STMT_LIST		43		1	1810	model	""			
1923	AST	AST_EXIT		44		0	1810	model	""			
1924	AST	string		44	"Xcms: error to connect"	0	1810	model	""			
1925	AST	NULL		28		3	1810	model	""			
1926	AST	AST_METHOD	MODIFIER_PUBLIC	48		9	1729	model	""	51	table	
1927	Artificial	CFG_FUNC_ENTRY					1926	model	""		"table"	
1928	Artificial	CFG_FUNC_EXIT					1926	model	""		"table"	
1929	AST	AST_PARAM_LIST		48		0	1926	model	""			
1930	AST	AST_PARAM		48		0	1926	model	""			
1931	AST	NULL		48		0	1926	model	""			
1932	AST	string		48	"table_name"	1	1926	model	""			
1933	AST	NULL		48		2	1926	model	""			
1934	AST	NULL		48		1	1926	model	""			
1935	AST	AST_STMT_LIST		48		2	1926	model	""			
1936	AST	AST_ASSIGN		49		0	1926	model	""			
1937	AST	AST_PROP		49		0	1926	model	""			
